Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,strong_positive_count,strong_negative_count,weak_positive_count,weak_negative_count,total_positive_score,total_negative_score,sentiment_score,sentiment_ratio,has_strong_positive,has_strong_negative,has_percent,has_dollar,has_number,has_action,predicted_from_headline,headline_sentiment_match,Index_Change_Percent_num,index_sentiment_match,Trading_Volume_num,log_volume,headline_length,word_count,avg_word_length,is_positive_change,is_negative_change,abs_change,change_magnitude
2025-03-11,crude oil prices drop to a multi-year low,Financial Times,Unemployment Rate Announcement,S&P/TSX Composite,3.22,23.95,negative,Agriculture,Low,Apple Inc.,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,crude oil prices drop to a multi-year low,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,3.22,False,23.95,3.2168738221975275,41,8,4.25,1,0,3.22,2.0
2025-07-11,retail sales report surpasses all forecasts,The Economist,Regulatory Changes,Dow Jones,-2.32,144.84,negative,Aerospace & Defense,High,Apple Inc.,,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-2.32,True,144.84,4.982510130370407,43,6,6.333333333333333,0,1,2.32,1.0
2025-06-17,mining company stock surges on commodity price boom,Business Standard,Cryptocurrency Regulation,Nikkei 225,-3.56,495.79,negative,Consumer Goods,Medium,ExxonMobil,https://www.reuters.com/business/retail-sector-earnings,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-3.56,True,495.79,6.208167401592205,51,8,5.5,0,1,3.56,2.0
2025-05-12,banking stocks dip after a major scandal is revealed,MarketWatch,Currency Devaluation,Shanghai Composite,3.89,208.79,negative,Aerospace & Defense,Medium,Tesla,https://www.reuters.com/markets/indices/ftse-100,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,True,3.89,False,208.79,5.346107030383885,52,9,4.888888888888889,1,0,3.89,2.0
2025-06-01,federal reserve chairman s speech causes market volatility,Economic Times,Supply Chain Disruption,ASX 200,-0.66,426.34,negative,Media & Entertainment,Low,Tesla,https://www.wsj.com/europe/dax-performance,federal reserve chairman s speech causes market volatility,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.66,True,426.34,6.057579949314842,58,8,6.375,0,1,0.66,0.0
2025-03-21,geopolitical ceasefire prompts a broad market recovery,Mint,IPO Launch,Nikkei 225,-1.56,170.85,positive,Healthcare,High,Tata Motors,https://www.reuters.com/markets/indices/nikkei-225,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-1.56,False,170.85,5.1466220032958425,54,7,6.857142857142857,0,1,1.56,1.0
2025-05-12,pharmaceutical company s drug approval drives stock upward,The Motley Fool,Bond Market Fluctuation,Russell 2000,-1.61,499.83,positive,Agriculture,Low,Boeing,,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,-1.61,False,499.83,6.216266722145061,58,8,6.375,0,1,1.61,1.0
2025-03-09,record-high inflation data rattles investors,MarketWatch,Central Bank Meeting,Russell 2000,1.5,43.94,positive,Industrials,Low,Boeing,https://www.marketwatch.com/story/consumer-goods-report,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.5,True,43.94,3.8053282667571833,44,5,8.0,1,0,1.5,1.0
2025-04-30,market sentiment turns positive on vaccine trial results,MarketWatch,Geopolitical Event,BSE Sensex,-0.7,75.6,positive,Retail,Medium,Reliance Industries,https://www.wsj.com/china/market-regulation,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.7,False,75.6,4.338597076746545,56,8,6.125,0,1,0.7,0.0
2025-05-30,media and entertainment companies report a surge in streaming revenue,The Motley Fool,Interest Rate Change,Nasdaq Composite,-4.3,199.42,negative,Agriculture,High,JP Morgan Chase,https://www.cnbc.com/2025/09/automotive-industry-trends,media and entertainment companies report a surge in streaming revenue,1,0,0,0,2,0,2,2.0,1,0,0,0,0,1,positive,False,-4.3,True,199.42,5.3004151646301825,69,10,6.0,0,1,4.3,2.0
2025-05-03,market braces for a major policy announcement from the eu,CNBC,Government Policy Announcement,S&P 500,-4.67,365.72,negative,Real Estate,Medium,Apple Inc.,https://www.cnbc.com/2025/10/real-estate-market-analysis,market braces for a major policy announcement from the eu,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.67,True,365.72,5.9045986140863205,57,10,4.8,0,1,4.67,2.0
2025-07-04,asx 200 gains on strong export performance,Times of India,Market Rally,ASX 200,2.95,433.44,positive,Media & Entertainment,Low,Tesla,https://www.ft.com/content/tech-sector-innovation,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,2.95,True,433.44,6.0740578454118355,42,7,5.142857142857143,1,0,2.95,1.0
2025-07-04,mining company stock surges on commodity price boom,Financial Times,Central Bank Meeting,DAX,3.47,136.35,positive,Agriculture,Medium,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,3.47,True,136.35,4.922532412541283,51,8,5.5,1,0,3.47,2.0
2025-07-19,retail sales report surpasses all forecasts,Barron's,IPO Launch,Dow Jones,-1.6,195.39,negative,Transportation,Low,Samsung Electronics,https://www.bloomberg.com/australia/asx-200-performance,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-1.6,True,195.39,5.280102478127132,43,6,6.333333333333333,0,1,1.6,1.0
2025-07-17,geopolitical ceasefire prompts a broad market recovery,Forbes,Bond Market Fluctuation,CAC 40,-1.06,172.24,negative,Industrials,High,Tesla,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-1.06,True,172.24,5.154677916346426,54,7,6.857142857142857,0,1,1.06,1.0
2025-02-28,record-high inflation data rattles investors,Reuters,IPO Launch,Nasdaq Composite,-3.29,421.72,negative,Telecommunications,Low,JP Morgan Chase,https://www.theeconomist.com/finance-and-economics/trade-tariffs,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.29,True,421.72,6.04671002133396,44,5,8.0,0,1,3.29,2.0
2025-07-24,major technology firm acquires a smaller rival in a multi-billion dollar deal,CNBC,Commodity Price Shock,Russell 2000,-3.22,161.85,negative,Telecommunications,High,Tesla,https://www.wsj.com/japan/economic-data-release,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,-3.22,True,161.85,5.092829531722242,77,12,5.5,0,1,3.22,2.0
2025-03-31,automotive industry faces headwinds from rising material costs,The Hindu Business Line,Bond Market Fluctuation,S&P 500,4.2,334.44,positive,Agriculture,High,Reliance Industries,https://www.business-standard.com/economy/inflation-data,automotive industry faces headwinds from rising material costs,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.2,True,334.44,5.815443102862507,62,8,6.875,1,0,4.2,2.0
2025-02-13,pharmaceutical company s drug approval drives stock upward,Business Standard,Currency Devaluation,Nasdaq Composite,4.96,2.5,positive,Transportation,Medium,Boeing,https://www.ft.com/content/currency-devaluation,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,4.96,True,2.5,1.252762968495368,58,8,6.375,1,0,4.96,2.0
2025-04-02,major technology firm acquires a smaller rival in a multi-billion dollar deal,Barron's,Inflation Data Release,Shanghai Composite,4.41,448.6,positive,Aerospace & Defense,High,Samsung Electronics,https://www.bloomberg.com/australia/asx-200-performance,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,4.41,True,448.6,6.108358298579481,77,12,5.5,1,0,4.41,2.0
2025-04-25,central bank s dovish tone hints at future rate cuts,Financial Times,Corporate Earnings Report,Nikkei 225,1.13,191.56,positive,Automotive,High,ExxonMobil,https://economictimes.indiatimes.com/news/transportation,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.13,True,191.56,5.260407793474816,52,10,4.3,1,0,1.13,1.0
2025-03-14,new regulations on cryptocurrencies cause a market dip,Barron's,Major Merger/Acquisition,NSE Nifty,3.3,484.19,negative,Materials,Low,Tata Motors,https://www.reuters.com/business/energy/oil-market-update,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,3.3,False,484.19,6.184540566799797,54,8,5.875,1,0,3.3,2.0
2025-08-01,tech giant s new product launch sparks sector-wide gains,Times of India,Cryptocurrency Regulation,Dow Jones,-2.88,241.25,negative,Construction,Low,Goldman Sachs,https://www.business-standard.com/economy/economic-stimulus,tech giant s new product launch sparks sector-wide gains,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.88,True,241.25,5.489970250770876,56,9,5.333333333333333,0,1,2.88,1.0
2025-07-20,new regulations on cryptocurrencies cause a market dip,Bloomberg,Government Policy Announcement,S&P 500,0.75,461.51,negative,Real Estate,Low,JP Morgan Chase,https://www.ft.com/content/currency-devaluation,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,0.75,False,461.51,6.136668178340358,54,8,5.875,1,0,0.75,0.0
2025-06-05,market sentiment turns positive on vaccine trial results,Bloomberg,Stock Market Crash,FTSE 100,-0.99,331.54,negative,Materials,High,Goldman Sachs,https://www.forbes.com/crypto/cryptocurrency-regulation,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-0.99,True,331.54,5.806760153612234,56,8,6.125,0,1,0.99,0.0
2025-08-05,energy company s dividend hike excites shareholders,Forbes,Bond Market Fluctuation,CAC 40,-2.89,92.67,negative,Pharmaceuticals,Low,Reliance Industries,,energy company s dividend hike excites shareholders,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.89,True,92.67,4.539777967221039,51,7,6.428571428571429,0,1,2.89,1.0
2025-04-28,pharmaceutical company s drug approval drives stock upward,Barron's,Commodity Price Shock,Russell 2000,-4.99,321.23,positive,Technology,Low,Microsoft,https://www.business-standard.com/economy/economic-stimulus,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,-4.99,False,321.23,5.775265576278065,58,8,6.375,0,1,4.99,2.0
2025-04-22,quarterly report shows surprising losses for retail giants,The Hindu Business Line,Inflation Data Release,DAX,2.62,383.81,positive,Consumer Goods,High,Samsung Electronics,https://www.reuters.com/business/retail-sector-earnings,quarterly report shows surprising losses for retail giants,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,2.62,True,383.81,5.952749705979869,58,8,6.375,1,0,2.62,1.0
2025-07-04,a massive data breach sends a tech company s stock tumbling,Bloomberg,Government Policy Announcement,S&P 500,4.39,258.05,positive,Aerospace & Defense,Low,Tata Motors,https://www.wsj.com/europe/dax-performance,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,False,4.39,True,258.05,5.557021093260797,59,11,4.454545454545454,1,0,4.39,2.0
2025-04-27,financial sector bracing for new capital requirements,Times of India,Trade Tariffs Announcement,CAC 40,3.66,425.01,positive,Consumer Goods,Medium,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,financial sector bracing for new capital requirements,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.66,True,425.01,6.05446282017226,53,7,6.714285714285714,1,0,3.66,2.0
2025-06-25,government policy shift boosts renewable energy sector,MarketWatch,IPO Launch,S&P 500,0.42,273.05,positive,Real Estate,Low,Microsoft,https://www.wsj.com/europe/dax-performance,government policy shift boosts renewable energy sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.42,True,273.05,5.613310571492126,54,7,6.857142857142857,1,0,0.42,0.0
2025-02-04,banking stocks dip after a major scandal is revealed,Times of India,Central Bank Meeting,IBOVESPA,-0.03,211.73,negative,Retail,Low,Tata Motors,https://www.bloomberg.com/asia/telecommunications-news,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,True,-0.03,True,211.73,5.360023755984015,52,9,4.888888888888889,0,1,0.03,0.0
2025-07-12,media and entertainment companies report a surge in streaming revenue,Reuters,Trade Tariffs Announcement,Nasdaq Composite,-3.91,281.33,negative,Consumer Goods,Low,Samsung Electronics,https://www.ft.com/content/currency-devaluation,media and entertainment companies report a surge in streaming revenue,1,0,0,0,2,0,2,2.0,1,0,0,0,0,1,positive,False,-3.91,True,281.33,5.643076599538806,69,10,6.0,0,1,3.91,2.0
2025-02-23,manufacturing pmi data signals economic expansion,Yahoo Finance,Central Bank Meeting,IBOVESPA,-3.95,498.21,positive,Utilities,High,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-3.95,False,498.21,6.213026848905861,49,6,7.333333333333333,0,1,3.95,2.0
2025-02-21,central bank maintains status quo on interest rates,MarketWatch,Bond Market Fluctuation,CAC 40,2.53,380.83,positive,Media & Entertainment,Low,Apple Inc.,https://www.moneycontrol.com/us-markets/sp-500,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.53,True,380.83,5.944975483375027,51,8,5.5,1,0,2.53,1.0
2025-05-06,government spending bill is expected to stimulate the economy,Financial Times,Central Bank Meeting,Dow Jones,-2.47,96.2,negative,Finance,High,Boeing,https://www.moneycontrol.com/us-markets/nasdaq-composite,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.47,True,96.2,4.576770711466393,61,9,5.888888888888889,0,1,2.47,1.0
2025-03-03,asx 200 gains on strong export performance,Economic Times,Interest Rate Change,Nasdaq Composite,-2.35,152.65,negative,Telecommunications,Low,Boeing,https://www.forbes.com/crypto/cryptocurrency-regulation,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,False,-2.35,True,152.65,5.034677288576494,42,7,5.142857142857143,0,1,2.35,1.0
2025-04-21,market braces for a major policy announcement from the eu,MarketWatch,Cryptocurrency Regulation,DAX,-4.85,145.93,negative,Agriculture,Low,Apple Inc.,https://www.theeconomist.com/finance-and-economics/trade-tariffs,market braces for a major policy announcement from the eu,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.85,True,145.93,4.989956282887855,57,10,4.8,0,1,4.85,2.0
2025-07-03,uk s ftse 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Shanghai Composite,,141.86,positive,Energy,Medium,Goldman Sachs,https://www.bloomberg.com/canada/tsunami-warnings,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,True,,False,141.86,4.961865129726826,52,11,3.8181818181818183,0,0,,
2025-03-25,semiconductor shortages weigh heavily on tech sector profits,Economic Times,Bond Market Fluctuation,S&P 500,-1.39,372.88,negative,Transportation,Low,Boeing,https://www.moneycontrol.com/us-markets/sp-500,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.39,True,372.88,5.923934890314382,60,8,6.625,0,1,1.39,1.0
2025-06-13,mining company stock surges on commodity price boom,Bloomberg,Trade Tariffs Announcement,ASX 200,-0.79,327.65,negative,Pharmaceuticals,High,Apple Inc.,https://www.reuters.com/markets/indices/ftse-100,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-0.79,True,327.65,5.794993354709585,51,8,5.5,0,1,0.79,0.0
2025-05-10,healthcare stocks gain on robust demand and strong outlook,Forbes,Cryptocurrency Regulation,Euro Stoxx 50,2.36,404.0,positive,Energy,High,Reliance Industries,https://www.ft.com/content/media-entertainment-merger,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,2.36,True,404.0,6.003887067106539,58,9,5.555555555555555,1,0,2.36,1.0
2025-05-28,major technology firm acquires a smaller rival in a multi-billion dollar deal,Reuters,Supply Chain Disruption,Nikkei 225,0.38,14.02,positive,Construction,High,Samsung Electronics,https://www.cnbc.com/2025/09/automotive-industry-trends,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,0.38,True,14.02,2.7093826463359885,77,12,5.5,1,0,0.38,0.0
2025-07-03,new ipo for a popular software firm is oversubscribed,Business Standard,Stock Market Crash,Nikkei 225,-4.88,304.61,negative,Construction,Low,Microsoft,https://www.business-standard.com/international-business/trade-policy,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.88,True,304.61,5.722309779270085,53,9,5.0,0,1,4.88,2.0
2025-03-14,unexpected rise in unemployment fuels market pessimism,Yahoo Finance,Cryptocurrency Regulation,S&P/TSX Composite,1.78,182.32,positive,Construction,Low,Apple Inc.,https://www.reuters.com/markets/stocks/tech-rally,unexpected rise in unemployment fuels market pessimism,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,1.78,True,182.32,5.211233259640923,54,7,6.857142857142857,1,0,1.78,1.0
2025-04-09,merger talks between two banks fall through,Barron's,Commodity Price Shock,DAX,4.3,220.09,positive,Finance,Low,Boeing,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,4.3,True,220.09,5.398569858437128,43,7,5.285714285714286,1,0,4.3,2.0
2025-06-14,pharmaceutical company s drug approval drives stock upward,Barron's,Interest Rate Change,IBOVESPA,4.98,457.49,positive,Media & Entertainment,Medium,Tesla,https://www.ft.com/content/tech-sector-innovation,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,4.98,True,457.49,6.127938481207854,58,8,6.375,1,0,4.98,2.0
2025-08-02,unexpected rise in unemployment fuels market pessimism,Mint,Bond Market Fluctuation,Nasdaq Composite,1.04,490.23,positive,Media & Entertainment,Medium,Apple Inc.,https://economictimes.indiatimes.com/news/economy/unemployment-rate,unexpected rise in unemployment fuels market pessimism,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,1.04,True,490.23,6.1969124498865025,54,7,6.857142857142857,1,0,1.04,1.0
2025-04-27,healthcare stocks gain on robust demand and strong outlook,Bloomberg,Interest Rate Change,Russell 2000,-3.86,214.24,negative,Materials,Medium,ExxonMobil,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-3.86,True,214.24,5.371753684621219,58,9,5.555555555555555,0,1,3.86,2.0
2025-03-08,real estate sector shows signs of overheating as interest rates fall,The Hindu Business Line,Commodity Price Shock,TSX,0.62,462.05,negative,Telecommunications,Medium,Tesla,https://economictimes.indiatimes.com/industry/industrials,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,0.62,False,462.05,6.137835039616278,68,11,5.2727272727272725,1,0,0.62,0.0
2025-04-05,supply chain issues impact manufacturing sector earnings,The Hindu Business Line,Inflation Data Release,BSE Sensex,0.27,159.32,positive,Pharmaceuticals,High,JP Morgan Chase,https://www.forbes.com/crypto/cryptocurrency-regulation,supply chain issues impact manufacturing sector earnings,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.27,True,159.32,5.0771718178965,56,7,7.142857142857143,1,0,0.27,0.0
2025-07-19,utilities sector remains stable during market fluctuations,Barron's,Market Rally,Shanghai Composite,-1.34,173.06,negative,Retail,Medium,ExxonMobil,https://timesofindia.indiatimes.com/business/corporate-governance,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.34,True,173.06,5.159400067361368,58,7,7.428571428571429,0,1,1.34,1.0
2025-06-07,mining company stock surges on commodity price boom,The Hindu Business Line,Commodity Price Shock,FTSE 100,0.95,462.08,positive,Aerospace & Defense,Low,Apple Inc.,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,0.95,True,462.08,6.137899825337528,51,8,5.5,1,0,0.95,0.0
2025-05-16,healthcare stocks gain on robust demand and strong outlook,Forbes,Bond Market Fluctuation,S&P/TSX Composite,-2.16,416.62,positive,Industrials,Medium,Apple Inc.,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,-2.16,False,416.62,6.034571928141916,58,9,5.555555555555555,0,1,2.16,1.0
2025-07-16,semiconductor shortages weigh heavily on tech sector profits,Times of India,IPO Launch,TSX,-2.03,154.89,negative,Healthcare,High,ExxonMobil,https://www.bloomberg.com/canada/tsunami-warnings,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.03,True,154.89,5.04915063032459,60,8,6.625,0,1,2.03,1.0
2025-04-03,energy company s dividend hike excites shareholders,Investopedia,Stock Market Crash,Dow Jones,-3.19,51.61,negative,Utilities,Low,Reliance Industries,https://www.business-standard.com/international-business/trade-policy,energy company s dividend hike excites shareholders,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.19,True,51.61,3.962906215742716,51,7,6.428571428571429,0,1,3.19,2.0
2025-05-10,manufacturing pmi data signals economic expansion,CNBC,Trade Tariffs Announcement,NSE Nifty,-2.92,490.14,negative,Media & Entertainment,Medium,Reliance Industries,https://www.business-standard.com/international-business/trade-policy,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-2.92,True,490.14,6.1967292195349,49,6,7.333333333333333,0,1,2.92,1.0
2025-04-30,consumer discretionary stocks outperform as spending increases,Times of India,Government Policy Announcement,Hang Seng,-4.94,244.06,negative,Consumer Goods,Medium,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-4.94,True,244.06,5.5015030785213,62,7,8.0,0,1,4.94,2.0
2025-04-23,financial services stocks rally on strong profit margins,The Motley Fool,Trade Tariffs Announcement,ASX 200,,428.77,positive,Automotive,High,Goldman Sachs,https://timesofindia.indiatimes.com/business/corporate-governance,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,,False,428.77,6.0632501818653495,56,8,6.125,0,0,,
2025-05-16,real estate sector shows signs of overheating as interest rates fall,Bloomberg,Economic Data Release,Euro Stoxx 50,0.02,343.83,positive,Pharmaceuticals,Low,JP Morgan Chase,https://economictimes.indiatimes.com/news/economy/unemployment-rate,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,0.02,True,343.83,5.843051541965209,68,11,5.2727272727272725,1,0,0.02,0.0
2025-08-07,new housing data release shows a slowdown in market activity,The Economist,Corporate Earnings Report,Nikkei 225,-4.06,404.42,negative,Energy,Medium,Boeing,https://www.wsj.com/europe/regulatory-changes,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-4.06,True,404.42,6.004923566792138,60,10,5.1,0,1,4.06,2.0
2025-07-31,merger talks between two banks fall through,Reuters,Trade Tariffs Announcement,Nasdaq Composite,-1.17,178.21,negative,Pharmaceuticals,Medium,Tesla,https://www.wsj.com/china/market-regulation,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-1.17,True,178.21,5.188558302555298,43,7,5.285714285714286,0,1,1.17,1.0
2025-04-09,a massive data breach sends a tech company s stock tumbling,Bloomberg,Central Bank Meeting,DAX,-2.23,493.35,negative,Agriculture,Low,JP Morgan Chase,https://www.business-standard.com/economy/economic-stimulus,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-2.23,True,493.35,6.203243768343142,59,11,4.454545454545454,0,1,2.23,1.0
2025-06-23,record-high inflation data rattles investors,The Economist,Major Merger/Acquisition,FTSE 100,-4.37,87.34,negative,Technology,Low,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.37,True,87.34,4.481193006168381,44,5,8.0,0,1,4.37,2.0
2025-04-29,central bank governor signals potential shift in policy,Business Standard,Regulatory Changes,BSE Sensex,4.6,177.54,positive,Healthcare,Low,Tesla,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,central bank governor signals potential shift in policy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.6,True,177.54,5.184812665751216,55,8,6.0,1,0,4.6,2.0
2025-04-29,record-high inflation data rattles investors,Mint,Corporate Earnings Report,KOSPI,0.14,198.32,positive,Energy,High,Apple Inc.,https://www.marketwatch.com/story/consumer-goods-report,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.14,True,198.32,5.294911573413204,44,5,8.0,1,0,0.14,0.0
2025-03-30,consumer discretionary stocks outperform as spending increases,Business Standard,Stock Market Crash,S&P/TSX Composite,-3.02,455.37,negative,Telecommunications,Low,Goldman Sachs,https://www.bloomberg.com/australia/asx-200-performance,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-3.02,True,455.37,6.123303884013292,62,7,8.0,0,1,3.02,2.0
2025-05-19,financial sector bracing for new capital requirements,Forbes,Inflation Data Release,NSE Nifty,4.7,474.23,positive,Transportation,High,JP Morgan Chase,https://www.ft.com/content/consumer-confidence-report,financial sector bracing for new capital requirements,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.7,True,474.23,6.163798897368869,53,7,6.714285714285714,1,0,4.7,2.0
2025-02-11,uk s ftse 100 sees a boost from favorable trade data,Forbes,Geopolitical Event,Russell 2000,-0.78,223.88,positive,Industrials,High,Tata Motors,https://www.wsj.com/europe/regulatory-changes,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,True,-0.78,False,223.88,5.415566926598276,52,11,3.8181818181818183,0,1,0.78,0.0
2025-05-30,banking stocks dip after a major scandal is revealed,CNBC,Geopolitical Event,Euro Stoxx 50,-1.46,129.22,negative,Automotive,Medium,Tesla,https://www.reuters.com/markets/indices/nikkei-225,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,True,-1.46,True,129.22,4.869225327808716,52,9,4.888888888888889,0,1,1.46,1.0
