Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,ultra_pos,ultra_neg,pos,neg,total_pos,total_neg,score,ratio,has_ultra_pos,has_ultra_neg,has_percent,has_number,Index_Change_Percent_num,headline_match,index_match,has_strong_keyword,quality_score,Trading_Volume_num,log_volume,headline_length,word_count,is_pos_change,is_neg_change,abs_change
2025-06-18,bond yields tumble as investors seek safe havens,Economic Times,Inflation Data Release,Euro Stoxx 50,2.56,221.42,positive,Retail,Low,JP Morgan Chase,https://www.reuters.com/business/retail-sector-earnings,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,2.56,False,True,True,2,221.42,5.404567486390696,48,8,1,0,2.56
2025-06-24,consumer discretionary stocks outperform as spending increases,Forbes,Market Rally,NSE Nifty,-1.77,483.49,positive,Agriculture,Low,Samsung Electronics,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.77,True,False,True,2,483.49,6.183096791282935,62,7,0,1,1.77
2025-02-02,gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,Shanghai Composite,3.19,166.09,positive,Aerospace & Defense,Medium,JP Morgan Chase,https://www.ft.com/content/consumer-confidence-report,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,3.19,True,True,True,3,166.09,5.118532589406052,50,8,1,0,3.19
2025-06-07,mining company stock surges on commodity price boom,The Hindu Business Line,Commodity Price Shock,FTSE 100,0.95,462.08,positive,Aerospace & Defense,Low,Apple Inc.,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,0.95,True,True,True,3,462.08,6.137899825337528,51,8,1,0,0.95
2025-06-22,a massive data breach sends a tech company s stock tumbling,Yahoo Finance,IPO Launch,Nasdaq Composite,1.41,141.37,positive,Materials,Medium,Boeing,https://economictimes.indiatimes.com/news/transportation,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,1.41,False,True,True,2,141.37,4.958429302625654,59,11,1,0,1.41
2025-06-14,pharmaceutical company s drug approval drives stock upward,Barron's,Interest Rate Change,IBOVESPA,4.98,457.49,positive,Media & Entertainment,Medium,Tesla,https://www.ft.com/content/tech-sector-innovation,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,4.98,True,True,False,2,457.49,6.127938481207854,58,8,1,0,4.98
2025-07-02,asx 200 gains on strong export performance,Seeking Alpha,Inflation Data Release,Russell 2000,-3.81,367.06,positive,Finance,Low,Samsung Electronics,,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.81,True,False,True,2,367.06,5.908245968357049,42,7,0,1,3.81
2025-07-04,asx 200 gains on strong export performance,Times of India,Market Rally,ASX 200,2.95,433.44,positive,Media & Entertainment,Low,Tesla,https://www.ft.com/content/tech-sector-innovation,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,2.95,True,True,True,3,433.44,6.0740578454118355,42,7,1,0,2.95
2025-04-16,media and entertainment companies report a surge in streaming revenue,Times of India,Government Policy Announcement,Euro Stoxx 50,-4.65,35.54,positive,Retail,Low,Microsoft,https://www.moneycontrol.com/us-markets/nasdaq-composite,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.65,True,False,True,2,35.54,3.5984075509498608,69,10,0,1,4.65
2025-02-02,consumer discretionary stocks outperform as spending increases,Bloomberg,Currency Devaluation,BSE Sensex,-0.87,330.27,positive,Pharmaceuticals,High,ExxonMobil,https://www.investopedia.com/articles/supply-chain-disruption,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.87,True,False,True,2,330.27,5.802933752836283,62,7,0,1,0.87
2025-02-28,mining company stock surges on commodity price boom,The Motley Fool,Consumer Confidence Report,CAC 40,-1.06,355.42,positive,Aerospace & Defense,Medium,Boeing,https://www.wsj.com/china/market-rally,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.06,True,False,True,2,355.42,5.876109810744953,51,8,0,1,1.06
2025-03-01,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Economic Data Release,CAC 40,2.43,158.15,positive,Telecommunications,Medium,ExxonMobil,https://www.theeconomist.com/world/government-policy-announcement,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,2.43,True,True,True,3,158.15,5.069847153728102,62,7,1,0,2.43
2025-07-04,mining company stock surges on commodity price boom,Financial Times,Central Bank Meeting,DAX,3.47,136.35,positive,Agriculture,Medium,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,3.47,True,True,True,3,136.35,4.922532412541283,51,8,1,0,3.47
2025-04-23,financial services stocks rally on strong profit margins,The Motley Fool,Trade Tariffs Announcement,ASX 200,,428.77,positive,Automotive,High,Goldman Sachs,https://timesofindia.indiatimes.com/business/corporate-governance,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,,True,True,True,3,428.77,6.0632501818653495,56,8,0,0,
2025-05-21,pharmaceutical company s drug approval drives stock upward,The Hindu Business Line,Consumer Confidence Report,NSE Nifty,3.64,461.29,positive,Transportation,High,Boeing,https://www.moneycontrol.com/us-markets/dow-jones-industrial,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,3.64,True,True,False,2,461.29,6.13619239978467,58,8,1,0,3.64
2025-07-10,consumer discretionary stocks outperform as spending increases,Bloomberg,Interest Rate Change,TSX,-4.35,440.24,positive,Agriculture,Medium,Boeing,https://www.business-standard.com/economy/inflation-data,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.35,True,False,True,2,440.24,6.089588945101181,62,7,0,1,4.35
2025-03-16,gold prices surge as investors flee riskier assets,The Hindu Business Line,Corporate Earnings Report,S&P/TSX Composite,2.7,186.43,positive,Retail,Medium,ExxonMobil,https://www.reuters.com/markets/indices/nikkei-225,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,2.7,True,True,True,3,186.43,5.233405442370894,50,8,1,0,2.7
2025-04-03,consumer discretionary stocks outperform as spending increases,Forbes,Interest Rate Change,NSE Nifty,-1.08,128.66,positive,Telecommunications,High,Samsung Electronics,https://www.forbes.com/crypto/cryptocurrency-regulation,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.08,True,False,True,2,128.66,4.864915639746849,62,7,0,1,1.08
2025-04-08,asx 200 gains on strong export performance,The Economist,IPO Launch,Euro Stoxx 50,-1.74,324.11,positive,Technology,Low,Samsung Electronics,https://www.moneycontrol.com/us-markets/nasdaq-composite,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-1.74,True,False,True,2,324.11,5.784163586603014,42,7,0,1,1.74
2025-05-20,consumer discretionary stocks outperform as spending increases,Economic Times,Commodity Price Shock,Russell 2000,2.46,258.4,positive,Retail,Medium,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,2.46,True,True,True,3,258.4,5.5583712718823435,62,7,1,0,2.46
2025-02-19,gold prices surge as investors flee riskier assets,MarketWatch,Commodity Price Shock,Dow Jones,4.22,309.02,positive,Utilities,High,Microsoft,https://www.wsj.com/china/market-rally,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,4.22,True,True,True,3,309.02,5.736636811527148,50,8,1,0,4.22
2025-02-28,mining company stock surges on commodity price boom,The Motley Fool,Consumer Confidence Report,CAC 40,-1.06,355.42,positive,Aerospace & Defense,Medium,Boeing,https://www.wsj.com/china/market-rally,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.06,True,False,True,2,355.42,5.876109810744953,51,8,0,1,1.06
2025-03-09,media and entertainment companies report a surge in streaming revenue,The Motley Fool,Corporate Earnings Report,CAC 40,0.03,4.24,positive,Automotive,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,0.03,True,False,True,2,4.24,1.6563214983329508,69,10,1,0,0.03
2025-03-18,financial services stocks rally on strong profit margins,Wall Street Journal,Consumer Confidence Report,CAC 40,3.13,373.73,positive,Retail,Low,Samsung Electronics,https://www.wsj.com/europe/dax-performance,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,3.13,True,True,True,3,373.73,5.926205766645928,56,8,1,0,3.13
2025-03-01,asx 200 gains on strong export performance,Financial Times,Bond Market Fluctuation,CAC 40,2.63,90.87,positive,Telecommunications,Medium,Tata Motors,https://www.business-standard.com/international-business/trade-policy,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,2.63,True,True,True,3,90.87,4.520374534283375,42,7,1,0,2.63
2025-06-18,asx 200 gains on strong export performance,Barron's,Commodity Price Shock,IBOVESPA,2.99,458.44,positive,Finance,High,Boeing,https://www.bloomberg.com/australia/asx-200-performance,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,2.99,True,True,True,3,458.44,6.130008356556041,42,7,1,0,2.99
2025-07-14,pharmaceutical company s drug approval drives stock upward,The Motley Fool,Consumer Confidence Report,S&P/TSX Composite,4.48,72.81,positive,Materials,High,Apple Inc.,https://www.moneycontrol.com/us-markets/dow-jones-industrial,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,4.48,True,True,False,2,72.81,4.301494223781961,58,8,1,0,4.48
2025-04-29,asx 200 gains on strong export performance,Reuters,Geopolitical Event,Nikkei 225,-0.05,7.02,positive,Consumer Goods,Low,Reliance Industries,https://www.bloomberg.com/canada/tsunami-warnings,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-0.05,True,False,True,2,7.02,2.081938421878423,42,7,0,1,0.05
2025-08-11,aerospace and defense sector sees rally amid geopolitical tensions,MarketWatch,Geopolitical Event,Nasdaq Composite,-1.44,196.51,positive,Healthcare,High,ExxonMobil,https://www.ft.com/content/consumer-confidence-report,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.44,True,False,True,2,196.51,5.285789215970766,66,9,0,1,1.44
2025-03-01,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Economic Data Release,CAC 40,2.43,158.15,positive,Telecommunications,Medium,ExxonMobil,https://www.theeconomist.com/world/government-policy-announcement,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,2.43,True,True,True,3,158.15,5.069847153728102,62,7,1,0,2.43
2025-07-30,pharmaceutical company s drug approval drives stock upward,Seeking Alpha,Major Merger/Acquisition,NSE Nifty,2.33,159.38,positive,Materials,High,Samsung Electronics,https://timesofindia.indiatimes.com/business/corporate-governance,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,2.33,True,True,False,2,159.38,5.0775459993788825,58,8,1,0,2.33
2025-07-28,a massive data breach sends a tech company s stock tumbling,Barron's,Unemployment Rate Announcement,Nikkei 225,3.91,189.7,positive,Telecommunications,Low,Samsung Electronics,https://www.reuters.com/business/retail-sector-earnings,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,3.91,False,True,True,2,189.7,5.250701512606374,59,11,1,0,3.91
2025-05-24,mining company stock surges on commodity price boom,Wall Street Journal,Cryptocurrency Regulation,S&P/TSX Composite,4.72,233.38,positive,Transportation,Low,Microsoft,https://www.business-standard.com/economy/inflation-data,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,4.72,True,True,True,3,233.38,5.456943729830456,51,8,1,0,4.72
2025-02-16,aerospace and defense sector sees rally amid geopolitical tensions,Forbes,Market Rally,FTSE 100,3.55,425.49,positive,Construction,Medium,Microsoft,https://www.marketwatch.com/story/consumer-goods-report,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,3.55,True,True,True,3,425.49,6.055588919998005,66,9,1,0,3.55
2025-05-02,financial services stocks rally on strong profit margins,Business Standard,Commodity Price Shock,CAC 40,4.94,405.23,positive,Agriculture,High,Samsung Electronics,https://www.investopedia.com/articles/supply-chain-disruption,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,4.94,True,True,True,3,405.23,6.006919501662843,56,8,1,0,4.94
2025-02-08,consumer discretionary stocks outperform as spending increases,Business Standard,Corporate Earnings Report,Dow Jones,4.65,69.84,positive,Agriculture,Medium,Goldman Sachs,https://www.cnbc.com/2025/12/healthcare-sector-outlook,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,4.65,True,True,True,3,69.84,4.260423812914633,62,7,1,0,4.65
2025-07-02,asx 200 gains on strong export performance,Seeking Alpha,Inflation Data Release,Russell 2000,-3.81,367.06,positive,Finance,Low,Samsung Electronics,,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.81,True,False,True,2,367.06,5.908245968357049,42,7,0,1,3.81
2025-02-19,gold prices surge as investors flee riskier assets,MarketWatch,Commodity Price Shock,Dow Jones,4.22,309.02,positive,Utilities,High,Microsoft,https://www.wsj.com/china/market-rally,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,4.22,True,True,True,3,309.02,5.736636811527148,50,8,1,0,4.22
2025-07-02,asx 200 gains on strong export performance,Seeking Alpha,Inflation Data Release,Russell 2000,-3.81,367.06,positive,Finance,Low,Samsung Electronics,,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.81,True,False,True,2,367.06,5.908245968357049,42,7,0,1,3.81
2025-04-11,asx 200 gains on strong export performance,Wall Street Journal,Inflation Data Release,S&P/TSX Composite,,49.83,positive,Telecommunications,Low,Reliance Industries,https://www.moneycontrol.com/us-markets/dow-jones-industrial,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,,True,True,True,3,49.83,3.928486731458811,42,7,0,0,
2025-05-14,media and entertainment companies report a surge in streaming revenue,Seeking Alpha,Economic Data Release,ASX 200,3.13,229.39,positive,Construction,Low,Reliance Industries,https://www.business-standard.com/finance/corporate-earnings,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,3.13,True,True,True,3,229.39,5.439773525102031,69,10,1,0,3.13
2025-03-16,mining company stock surges on commodity price boom,CNBC,Stock Market Crash,Hang Seng,-4.1,389.41,positive,Technology,High,ExxonMobil,https://www.cnbc.com/2025/12/healthcare-sector-outlook,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.1,True,False,True,2,389.41,5.967197468964984,51,8,0,1,4.1
2025-05-09,financial services stocks rally on strong profit margins,CNBC,Central Bank Meeting,BSE Sensex,0.42,398.15,positive,Finance,Low,JP Morgan Chase,https://www.ft.com/content/consumer-confidence-report,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,0.42,True,False,True,2,398.15,5.989337286091808,56,8,1,0,0.42
2025-06-25,healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Regulatory Changes,DAX,-2.95,382.12,positive,Real Estate,Low,Apple Inc.,https://www.investopedia.com/articles/supply-chain-disruption,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-2.95,True,False,True,2,382.12,5.948348256034354,58,9,0,1,2.95
2025-03-16,gold prices surge as investors flee riskier assets,The Hindu Business Line,Corporate Earnings Report,S&P/TSX Composite,2.7,186.43,positive,Retail,Medium,ExxonMobil,https://www.reuters.com/markets/indices/nikkei-225,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,2.7,True,True,True,3,186.43,5.233405442370894,50,8,1,0,2.7
2025-02-19,gold prices surge as investors flee riskier assets,MarketWatch,Commodity Price Shock,Dow Jones,4.22,309.02,positive,Utilities,High,Microsoft,https://www.wsj.com/china/market-rally,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,4.22,True,True,True,3,309.02,5.736636811527148,50,8,1,0,4.22
2025-05-04,healthcare stocks gain on robust demand and strong outlook,The Motley Fool,Commodity Price Shock,CAC 40,-2.9,191.45,positive,Telecommunications,High,Goldman Sachs,https://www.wsj.com/china/market-rally,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-2.9,True,False,True,2,191.45,5.259836379729755,58,9,0,1,2.9
2025-02-02,consumer discretionary stocks outperform as spending increases,Bloomberg,Currency Devaluation,BSE Sensex,-0.87,330.27,positive,Pharmaceuticals,High,ExxonMobil,https://www.investopedia.com/articles/supply-chain-disruption,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.87,True,False,True,2,330.27,5.802933752836283,62,7,0,1,0.87
2025-07-03,uk s ftse 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Shanghai Composite,,141.86,positive,Energy,Medium,Goldman Sachs,https://www.bloomberg.com/canada/tsunami-warnings,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,1,,True,True,False,2,141.86,4.961865129726826,52,11,0,0,
2025-04-23,mining company stock surges on commodity price boom,Business Standard,Currency Devaluation,NSE Nifty,-1.81,482.26,positive,Agriculture,High,ExxonMobil,https://www.cnbc.com/2025/09/automotive-industry-trends,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.81,True,False,True,2,482.26,6.180554811097308,51,8,0,1,1.81
2025-05-28,uk s ftse 100 sees a boost from favorable trade data,Mint,Interest Rate Change,S&P 500,2.3,459.91,positive,Transportation,Medium,Microsoft,https://www.ft.com/content/media-entertainment-merger,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,1,2.3,True,True,False,2,459.91,6.133202796171501,52,11,1,0,2.3
2025-06-11,bond yields tumble as investors seek safe havens,Bloomberg,Geopolitical Event,Nikkei 225,2.53,1.63,positive,Agriculture,High,Microsoft,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,2.53,False,True,True,2,1.63,0.9669838461896731,48,8,1,0,2.53
2025-04-10,aerospace and defense sector sees rally amid geopolitical tensions,CNBC,IPO Launch,DAX,-3.29,12.49,positive,Industrials,Low,Goldman Sachs,https://economictimes.indiatimes.com/news/economy/unemployment-rate,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.29,True,False,True,2,12.49,2.6019486702196644,66,9,0,1,3.29
2025-04-23,financial services stocks rally on strong profit margins,The Motley Fool,Trade Tariffs Announcement,ASX 200,,428.77,positive,Automotive,High,Goldman Sachs,https://timesofindia.indiatimes.com/business/corporate-governance,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,,True,True,True,3,428.77,6.0632501818653495,56,8,0,0,
2025-04-07,asx 200 gains on strong export performance,Reuters,Stock Market Crash,TSX,4.28,269.15,positive,Media & Entertainment,High,JP Morgan Chase,https://www.reuters.com/business/retail-sector-earnings,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,4.28,True,True,True,3,269.15,5.598977360290075,42,7,1,0,4.28
2025-02-07,consumer discretionary stocks outperform as spending increases,Economic Times,Consumer Confidence Report,IBOVESPA,2.16,271.68,positive,Finance,High,Boeing,https://www.reuters.com/markets/indices/nikkei-225,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,2.16,True,True,True,3,271.68,5.6082989464945845,62,7,1,0,2.16
2025-08-02,financial services stocks rally on strong profit margins,Forbes,Inflation Data Release,KOSPI,1.03,486.58,positive,Pharmaceuticals,Low,Tesla,https://www.wsj.com/japan/economic-data-release,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,1.03,True,True,True,3,486.58,6.189454379538652,56,8,1,0,1.03
2025-06-20,healthcare stocks gain on robust demand and strong outlook,Financial Times,Interest Rate Change,S&P/TSX Composite,4.35,318.66,positive,Telecommunications,High,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,4.35,True,True,True,3,318.66,5.767257930940508,58,9,1,0,4.35
2025-03-14,uk s ftse 100 sees a boost from favorable trade data,Mint,Unemployment Rate Announcement,Nikkei 225,,64.8,positive,Energy,Medium,JP Morgan Chase,https://www.business-standard.com/economy/economic-stimulus,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,1,,True,True,False,2,64.8,4.186619838331271,52,11,0,0,
2025-03-11,banking stocks dip after a major scandal is revealed,MarketWatch,Major Merger/Acquisition,DAX,3.29,61.5,negative,Energy,High,ExxonMobil,https://www.ft.com/content/tech-sector-innovation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,3.29,True,False,True,2,61.5,4.135166556742356,52,9,1,0,3.29
2025-04-09,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Supply Chain Disruption,Hang Seng,-3.53,450.1,negative,Utilities,High,Reliance Industries,https://www.marketwatch.com/story/commodities-price-shock,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.53,False,True,True,2,450.1,6.111689044414351,62,7,0,1,3.53
2025-04-27,bond yields tumble as investors seek safe havens,Seeking Alpha,Cryptocurrency Regulation,Euro Stoxx 50,2.7,452.85,negative,Energy,Low,ExxonMobil,https://www.bloomberg.com/asia/telecommunications-news,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,2.7,True,False,True,2,452.85,6.117766746972636,48,8,1,0,2.7
2025-03-08,banking stocks dip after a major scandal is revealed,Barron's,Currency Devaluation,BSE Sensex,-3.72,483.29,negative,Consumer Goods,Low,Tata Motors,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-3.72,True,True,True,3,483.29,6.182683900837548,52,9,0,1,3.72
2025-08-03,media and entertainment companies report a surge in streaming revenue,MarketWatch,Commodity Price Shock,BSE Sensex,-4.81,171.27,negative,Real Estate,Low,Samsung Electronics,https://www.forbes.com/crypto/cryptocurrency-regulation,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.81,False,True,True,2,171.27,5.149063013458278,69,10,0,1,4.81
2025-03-18,bond yields tumble as investors seek safe havens,Reuters,Cryptocurrency Regulation,CAC 40,-2.89,23.03,negative,Transportation,Medium,Tata Motors,https://www.cnbc.com/2025/10/real-estate-market-analysis,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-2.89,True,True,True,3,23.03,3.1793030497483774,48,8,0,1,2.89
2025-05-11,bond yields tumble as investors seek safe havens,Financial Times,Bond Market Fluctuation,Russell 2000,-1.27,460.59,negative,Media & Entertainment,Low,Tesla,https://www.reuters.com/markets/indices/ftse-100,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-1.27,True,True,True,3,460.59,6.134677051181064,48,8,0,1,1.27
2025-07-13,consumer discretionary stocks outperform as spending increases,Wall Street Journal,Consumer Confidence Report,S&P 500,-4.43,164.73,negative,Materials,High,Microsoft,https://timesofindia.indiatimes.com/business/corporate-governance,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.43,False,True,True,2,164.73,5.110359958135453,62,7,0,1,4.43
2025-04-11,a massive data breach sends a tech company s stock tumbling,Yahoo Finance,IPO Launch,ASX 200,-4.33,261.06,negative,Real Estate,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/sp-500,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-4.33,True,True,True,3,261.06,5.568573485176439,59,11,0,1,4.33
2025-03-27,consumer discretionary stocks outperform as spending increases,Bloomberg,Trade Tariffs Announcement,S&P 500,-0.53,63.79,negative,Real Estate,High,ExxonMobil,https://www.cnbc.com/2025/09/automotive-industry-trends,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.53,False,True,True,2,63.79,4.171151270461866,62,7,0,1,0.53
2025-02-16,financial services stocks rally on strong profit margins,The Economist,Geopolitical Event,S&P 500,-3.56,470.44,negative,Utilities,High,Tesla,https://www.wsj.com/europe/regulatory-changes,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.56,False,True,True,2,470.44,6.155791840529658,56,8,0,1,3.56
2025-08-06,media and entertainment companies report a surge in streaming revenue,Reuters,Market Rally,Shanghai Composite,-1.31,357.29,negative,Media & Entertainment,Medium,Reliance Industries,https://www.business-standard.com/economy/inflation-data,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.31,False,True,True,2,357.29,5.881342714348445,69,10,0,1,1.31
2025-03-03,asx 200 gains on strong export performance,Economic Times,Interest Rate Change,Nasdaq Composite,-2.35,152.65,negative,Telecommunications,Low,Boeing,https://www.forbes.com/crypto/cryptocurrency-regulation,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-2.35,False,True,True,2,152.65,5.034677288576494,42,7,0,1,2.35
2025-04-08,consumer discretionary stocks outperform as spending increases,Investopedia,Corporate Earnings Report,KOSPI,,9.3,negative,Utilities,High,Reliance Industries,https://www.reuters.com/business/retail-sector-earnings,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,,False,True,True,2,9.3,2.33214389523559,62,7,0,0,
2025-07-28,gold prices surge as investors flee riskier assets,Bloomberg,IPO Launch,CAC 40,-1.01,84.48,negative,Agriculture,Low,Samsung Electronics,https://www.bloomberg.com/canada/tsunami-warnings,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.01,False,True,True,2,84.48,4.448282430450947,50,8,0,1,1.01
2025-04-09,a massive data breach sends a tech company s stock tumbling,Bloomberg,Central Bank Meeting,DAX,-2.23,493.35,negative,Agriculture,Low,JP Morgan Chase,https://www.business-standard.com/economy/economic-stimulus,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-2.23,True,True,True,3,493.35,6.203243768343142,59,11,0,1,2.23
2025-07-08,banking stocks dip after a major scandal is revealed,Forbes,Regulatory Changes,IBOVESPA,-0.31,178.44,negative,Agriculture,Medium,Reliance Industries,https://www.bloomberg.com/canada/tsunami-warnings,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-0.31,True,False,True,2,178.44,5.189840890211953,52,9,0,1,0.31
